nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,source
Coffee Break Trattoria Bar,ristorante,"Via dell'industria est, 15-7",VR,37010,45.5431841,10.8053852,39,Mo-Fr 06:30-21:30; Sa 07:15-13:30,italian;local,6876111285,OpenStreetMap
Moulin de Païou - Villafranca,panetteria,"Viale Postumia, 49",Villafranca di Verona,VR,37069,45.3633511,10.8594837,Mo-Su 06:00-20:00,6881956294,node,OpenStreetMap
Interno 57,caffè,"Via della Pieve, 57",San Floriano,VR,45.5177033,10.9082825,7095143849,node,,,OpenStreetMap
Tre Archi,caffè,"Via Alessandro Crescini, 98",Sant'Ambrogio di Valpolicella,VR,45.5223418,10.8388187,7095143882,node,,,OpenStreetMap
Centrale,bar,"Via Venti Settembre, 79",Castelnuovo del Garda,VR,37014,45.4376853,10.7265882,7113022739,node,,OpenStreetMap
Idil Turkish Grill,fast_food,"Via Roma, 68",San Giovanni Lupatoto,VR,37057,45.3794783,11.0517985,+39 351 048 3913,kebab,7114175807,OpenStreetMap
Eureka,fast_food,"Via Don Antonio Provolo, 4a",Alpo,VR,37062,45.3732213,10.9208655,pizza,7121750132,node,OpenStreetMap
Nuovi Sapori,fast_food,Viale Europa,Dossobuono,VR,37062,45.393086,10.9145546,We-Su 17:30-21:30,pizza,7466414398,OpenStreetMap
pizzeria ristorante bar  la taverna,ristorante,"Via Costeggiola, 8",Zermeghedo,VR,36050,45.4740291,11.3717771,pizza,7656518161,node,OpenStreetMap
Facci la Pizza,fast_food,Via Roma,Povegliano Veronese,VR,37064,45.3461724,10.8812242,Tu-Su 18:30-21:30,pizza,7666807141,OpenStreetMap
Sange,ristorante,"Via Stazione, 56/5",Trissino,VR,36070,45.5530324,11.3839576,+39 0445 223893,"Mo-Sa 12:00-15:00,18:30-00:00; Su 12:00-15:00,18:30-24:00",asian;chinese;ramen;sushi,OpenStreetMap
Da Giannino,ristorante,"Via Marangoni, 1",Zermeghedo,VR,36050,45.4758257,11.3724908,ristorante,7699849894,node,OpenStreetMap
Dubliners,pub,"Via Trieste, 6",Villafranca di Verona,VR,37069,45.347914,10.8421646,7721127677,node,,OpenStreetMap
Osteria al Commercio (da Gineta),caffè,"Via San Brizio, 38",Costalunga,VR,37032,45.4496771,11.2989275,7788356406,node,,OpenStreetMap
Bar Mr. Willy Cafè,bar,"Via Udino Bombieri, 6",Grezzana,VR,37023,45.5746953,10.9921804,7810762077,node,,OpenStreetMap
Verona Beer Garden,birreria,"Via Torricelle, 9",Verona,VR,37128,45.4698543,11.0065265,+39 393 9152735,https://www.veronabeergarden.it/,info@veronabeergarden.it,OpenStreetMap
Nuovi Sapori,fast_food,"Via Luigi Bassani, 73",Alpo,VR,37062,45.3755586,10.9184709,pizza,7916745429,node,OpenStreetMap
Agriturismo Fior di Maggio,ristorante,"Via Pompea, 19",VR,45.4923624,10.8297762,393484986213,7965180859,node,,,OpenStreetMap
Chiosco da Alby,fast_food,"Via Fra' Giocondo, 64",Verona,VR,37138,45.4343311,10.9702903,+39 3516771678,19:00-23:30,hot_dog;burger,OpenStreetMap
Chiosco G Due,fast_food,"Piazzale Olimpia, 58",Verona,VR,37138,45.4370157,10.9681021,+39 3403361018,hot_dog,7985250540,OpenStreetMap
Flower Burger,fast_food,"Corso Porta Nuova, 87",Verona,VR,37122,45.4340507,10.9897681,+39 045 6574957,https://www.flowerburger.it/negozi/flower-burger-verona-2/,"Mo-Th 12:00-14:45, 19:00-22:15; Fr 12:00-14:45, 19:00-22:45; Sa 12:00-15:30, 19:00-22:45; Su 12:00-15:30, 19:00-22:15; ",OpenStreetMap
La Delizia,fast_food,"Via Dora Baltea, 35",Verona,VR,37136,45.4188131,10.9614319,+39 045 222 1909,https://ladeliziaverona.it,"Tu, Su 18:20-20:30; We-Sa 11:20-20:30",OpenStreetMap
Non Solo Arancino,fast_food,"Via dell'Industria, 29",Sommacampagna,VR,37066,45.3953755,10.8477866,+39 393 959 0626,nonsoloarancino@gmail.com,"Mo,We-Sa 09:00-14:00,17:30-22:00; Su 09:00-13:30,17:30-22:00",OpenStreetMap
Cheek To Cheek,bar,"Via Vincenzo Bellini, 13",Valdagno,VR,36078,45.650756,11.3024895,+39 0445 411305,8307246017,node,OpenStreetMap
Il Gatto E La Volpe,bar,"Via Facchini Destra, 40",Recoaro Terme,VR,36076,45.6970447,11.2518171,+39 0445 75077,8655584450,node,OpenStreetMap
Nicobar,caffè,"Via Citella, 49",Bussolengo,VR,37012,45.4742534,10.8520059,+39 328 312 8580,8671066058,8671066059,OpenStreetMap
Locanda Perinella,ristorante,"Via Bregonza, 19",Brogliano,VR,36070,45.5927313,11.3579804,+39 0445 947688,https://www.locandaperinella.it,info@locandaperinella.it,OpenStreetMap
Bar Serafino,bar,Via Riccardo Bacchelli,Marmirolo,VR,46045,45.2558123,10.7364355,8942082802,node,,OpenStreetMap
Il Giardino delle Rane,ristorante,"Via Giuseppe Verdi, 1",VR,37016,45.5747134,10.7076196,39,https://www.ilgiardinodellerane.com/,Mo-Su 11:00-23:00,italian,OpenStreetMap
Bar Boomerang,bar,"Piazza Libertà, 5",Illasi,VR,37031,45.4658365,11.184162,9036310707,node,,OpenStreetMap
Agriturismo Cascina Mondator,ristorante,"Strada del Tamburino Sardo, 28",Custoza,VR,37066,45.3792602,10.815034,+39 320 3267593,https://cascinamondator.it/,9199346860,OpenStreetMap
Osteria Altomincio,ristorante,"Via del Garda, 23",Salionze,VR,37067,45.4028292,10.7211131,9405104166,node,,OpenStreetMap
18 Via Roma Café,caffè,"Via Roma, 18",Valeggio sul Mincio,VR,37067,45.3530276,10.7347958,Mo-Su 07:30-22:00; Fr-Sa 08:00-22:30,9489098009,node,OpenStreetMap
Piccolo Piaceri,caffè,"Via Roma, 3",Valeggio sul Mincio,VR,37067,45.3536049,10.7347736,9499318716,node,,OpenStreetMap
Dejavu,caffè,"Via Madonnetta, 16b",Valdagno,VR,36078,45.6430112,11.2975247,+39 0445 041797,9521577124,node,OpenStreetMap
A tutta pizza,ristorante,"Via Pasubio, 75",Valdagno,VR,36078,45.659578,11.2979304,+39 0445 481184,pizza,9521579948,OpenStreetMap
Elk Bakery,caffè,VR,45.441299,10.9988995,+39 045 6114433,7,9545723231,node,,,OpenStreetMap
Bar Villangelina,caffè,"Via Campagnole, 32",San Pietro in Cariano,VR,37029,45.4885567,10.9104484,9612604304,node,,OpenStreetMap
Pizzeria d'asporto,fast_food,"Via Bernardino Anti, 20",Cologna Veneta,VR,37044,45.3098791,11.3839824,+39 0442 619472,pizza,9786592662,OpenStreetMap
Rivetti,caffè,"Via Zona Industriale di Piana, 2g",Valdagno,VR,36078,45.6210126,11.3153627,https://www.rivetticafe.it/,info@rivetticafe.it,9792584949,OpenStreetMap
Ferrazza,ristorante,"Via Ferrazza, 4",Crespadoro,VR,36070,45.6265313,11.207595,+39 0444 429195,"Sep-May Mo,Tu,Th-Sa 11:00-16:00,19:00-00:00; Sep-May Tu 11:00-16:00; Sep-May,May-Sep Su 11:00-16:00,19:00-24:00; May-Sep Mo,Tu,Th-Sa 11:00-16:00,19:00-00:00",fish;regional,OpenStreetMap
Campana,ristorante,"Via Pasquali Marana, 7",Crespadoro,VR,36070,45.6387669,11.2097774,+39 0444 429049,https://www.albergocampana.com/,info@albergocampana.com,OpenStreetMap
Nizza Café,caffè,"Via Nizza, 16",VR,37121,45.4423876,11.0002967,39,https://nizza-cafe.business.site/,Mo-Fr 08:00-00:00; Sa 08:30-00:00; Su 10:00-20:00,9992387527,OpenStreetMap
Al Pontarol,bar,Sant'Anna d'Alfaedo,VR,37020,45.6204847,10.9476245,10116083518,node,,,OpenStreetMap
Redoro,fast_food,"Corso Porta Nuova, 5",Verona,VR,45.4376442,10.9914631,39,https://bruschetteriaredoro.it,Mo-Su 10:00-20:00,bruschetta,OpenStreetMap
Contropiada,fast_food,"Via San Paolo, 5A",Verona,VR,37121,45.4391656,11.0024224,+39 045 8031684,piadina,10562014807,OpenStreetMap
Caffè della Stazione,caffè,"Viale Trento, 2",Valdagno,VR,36078,45.6494166,11.300874,+39 0445 403055,10563711685,node,OpenStreetMap
Latteria Sociale di Trissino (SRL),fast_food,Via Cesare Battisti,Trissino,VR,45.5674437,11.3753591,10568750565,node,,,OpenStreetMap
Bagi pizza,fast_food,"Via Giacomo Aroldi, 30",Costalunga,VR,37032,45.4461538,11.3022235,pizza,10726612732,node,OpenStreetMap
Bräustüberl München,pub,"Via Giacomo Aroldi, 35",Costalunga,VR,37032,45.4453711,11.3019846,https://hellolink.pro/paolobraustuberl,10726618357,node,OpenStreetMap
Panificio Molinaro,panetteria,"Via Ponte Asse, 9",Albaredo d'Adige,VR,37041,45.3166694,11.2763726,11125273746,node,,OpenStreetMap
Barini,caffè,"Corso Porta Nuova, 8",VR,45.4376465,10.9910857,5,11135424623,node,,,OpenStreetMap
Woking,ristorante,"Via del Lavoro, 99",VR,37012,45.4468362,10.8769651,390456767254,http://ristorantewoking.it/,Mo-Su 12:00-23:00,11251885837,OpenStreetMap
Panificio Tommasi,panetteria,"Via Cesare Battisti, 97",Fosse,VR,37020,45.6474187,10.9368923,+039 045 519154,11264118026,node,OpenStreetMap
Osteria La Cicala,ristorante,"Località Cristane, 12",Rivoli Verones,VR,45.5851467,10.792968,39,https://www.osterialacicala.it/,11310102982,node,OpenStreetMap
Amaro,bar,VR,45.4388737,10.9992454,+39 045 9618876,7,11323235459,node,,,OpenStreetMap
Corte Quadri,ristorante,"Via Pontespin, 17 L",Lonigo,VR,36045,45.3874614,11.3822115,+39 0444 834008,https://www.cortequadri.it/,hotel@cortequadri.it,OpenStreetMap
Napoleone Lounge Café,bar,"Piazzetta Napoleone, 3",San Martino Buon Albergo,VR,45.4225335,11.0919283,11880997536,node,,,OpenStreetMap
Pesca Sportiva Acli del Pescatore,bar,"Via Casalandri, 1182",Isola Rizza,VR,37050,45.2909632,11.2165418,11907926342,node,,OpenStreetMap
Bar l'incontro,bar,"Piazzale Vittorio Veneto, 93",Bussolengo,VR,37012,45.4715459,10.8496217,Mo-Tu 07:00-22:00; Fr 07:00-00:00; Sa 07:00-22:00,11930736495,node,OpenStreetMap
Botega del Pan,panetteria,"Viale Trento, 31",Valdagno,VR,36078,45.6467436,11.3017557,+39 0445 408268,11987064047,node,OpenStreetMap
Bicigrill El Coperton,caffè,"Via della Valetta, 3",Marciaga,VR,37010,45.5928943,10.7135171,12103881644,node,,OpenStreetMap
Pizzeria Ristorante Centro del Mondo,ristorante,"Via Giavenale di Sopra, 87",VR,36015,45.6992354,11.3996034,445517779,Tu-Su 19:00-00:00,friture;italian;italian_pizza;pizza,12147901902,OpenStreetMap
Bar Stenic,bar,"Via Federico Garofoli, 276",San Giovanni Lupatoto,VR,45.3959113,11.0279265,12476009854,node,,,OpenStreetMap
Pasticceria Caliari,caffè,"Via Pigno, 63",Sommacampagna,VR,37066,45.4091154,10.8444213,+39 3791158859,https://www.pasticceriacaliari.it/,"Mo-We,Fr-Su 06:30-12:30,15:30-19:00; Th off",OpenStreetMap
Panificio Pasticceria di Carradore G. e C.,panetteria,Via degli Alpini,San Giovanni Ilarione,VR,37035,45.5235464,11.2340027,+39 0457465371,Mo-Sa 7:00-19:00,12694602973,OpenStreetMap
Dream Bar,bar,"Via degli Alpini, 29",San Giovanni Ilarione,VR,37035,45.5235288,11.2347667,https://instagram.com/dream_bar18/,12694602975,node,OpenStreetMap
Panificio Pane d'Oro,panetteria,"Via Quattro Novembre, 13",San Giovanni Ilarione,VR,37035,45.5239434,11.2351644,+39 3518855217,https://www.facebook.com/panificiopanedoro/,12694602981,OpenStreetMap
Dolce Remy,bar,San Giovanni Ilarione,VR,37035,45.5224971,11.2362156,12694602986,node,,,OpenStreetMap
I Bavaresi,pub,"Borgo Cavour, 41",VR,37011,45.547595,10.723216,491755222424,bavarian,12769002101,node,OpenStreetMap
Wolf Taverna di Rometta e Giulieo,bar,"Via Bellori, 11",Grezzana,VR,37023,45.5865563,10.9906856,+393478928869,http://barwolf.altervista.org/,12799975545,OpenStreetMap
Overtime,bar,"Via Pastrengo, 17",Bussolengo,VR,37012,45.4768342,10.8324934,12816750630,node,,OpenStreetMap
Panificio La Spighetta,panetteria,"Via Venti Settembre, 46",VR,37129,45.439625,11.0141532,12860355501,node,,,OpenStreetMap
Tabaccheria edicola bar Falasco,caffè,"Via Chiesuola, 28/C",Grezzana,VR,37023,45.5458944,11.0038511,12912017869,node,,OpenStreetMap
Il Forno di Pighi Giuliano,panetteria,"Via San Nazaro, 36a",VR,37129,45.4403024,11.0111663,12919586601,node,,,OpenStreetMap
Cisa Bicigrill,caffè,"Via dell'Artigianato, 4",Selva di Progno,VR,45.6112841,11.1375324,39,Mo 07:30-13:00; Tu-Su 07:30-21:00,12920322609,node,OpenStreetMap
I Roersi Pizzeria Sociale,ristorante,"Via Ponte, 2",Bosco Chiesanuova,VR,45.5876681,11.01895,3514832345,pizza,12920791899,node,OpenStreetMap
Cafè Barrique,bar,"Via Luigi Tubaldini, 8",Grezzana,VR,37023,45.5449952,11.0028999,3471384905,12922943752,node,OpenStreetMap
Lo Spizzico,fast_food,"Via Pigno, 1",VR,37066,45.4081646,10.8422308,39,burger;pizza,12964932710,node,OpenStreetMap
Old Wild West,ristorante,"Via San Giovanni Lupatoto, 123",VR,37134,45.4127358,10.9997699,39,https://www.oldwildwest.it/Home,verona@oldwildwest.it,Mo-Fr 09:00-12:00; Sa 12:00-01:00; Su 12:00-12:00,OpenStreetMap
Buba’s Café,caffè,"Via Guglielmo Marconi, 1",VR,37010,45.4919638,10.7998653,39,Mo-Su 08:00-16:00,coffee_shop,12979972001,OpenStreetMap
Bar Centrale,bar,Via Roma,San Giovanni Ilarione,VR,37035,45.5233329,11.2356536,12993905180,node,,OpenStreetMap
Bar John,bar,"Piazza Umberto I, 4",Montecchia di Crosara,VR,37030,45.4845572,11.2534922,13002108756,node,,OpenStreetMap
Bar Silly,bar,"Via Roma, 24",Montecchia di Crosara,VR,37030,45.484997,11.2548388,13002108779,node,,OpenStreetMap
Bar Al Ponte,bar,"Via Alpone, 26",Montecchia di Crosara,VR,37030,45.4863145,11.2572332,+39 045 745 0036,13002708799,node,OpenStreetMap
Lacus - bubbles & gin,bar,"Via Palestro, 42",Bardolino,VR,37011,45.5473255,10.7200829,13011533021,node,,OpenStreetMap
Caffe Marconi,bar,"Piazza Guglielmo Marconi, 48",San Pietro di Morubio,VR,37050,45.2467691,11.1783098,Mo-Su 07:00-20:00,13033643183,node,OpenStreetMap
La Dolce Vita Wine Bar,bar,"Viale dell'Industria, 76",San Giovanni Ilarione,VR,37035,45.5081149,11.2441861,13045667909,node,,OpenStreetMap
Bar Rennie'S Pub,bar,"Viale dell'Industria, 50",San Giovanni Ilarione,VR,37035,45.5111955,11.2425582,+39 0457465907,13045667927,node,OpenStreetMap
Panificio Pozza,panetteria,"Via Mazzini, 7",VR,45.5277221,11.2380413,39,13078190729,node,,,OpenStreetMap
La Vecia Rotonda,pub,"Viale Europa, 6/A",Grezzana,VR,37023,45.5210136,11.01787,+393932811936,13115788821,node,OpenStreetMap
Corte Babo,bar,"Piazza Carlo Ederle, 4",Grezzana,VR,37023,45.5184728,11.0168276,13120903730,node,,OpenStreetMap
Al Ponte Vecio,bar,Via Ponte Vecchio,Grezzana,VR,37023,45.5201431,11.0170032,13132871437,node,,OpenStreetMap
Cerchio del Gusto,ristorante,"Via Pio X, 236",Schio,VR,36015,45.6965157,11.3671147,+39 0445 610152,https://cerchiodelgusto.it/,pizzeria@cerchiodelgusto.it,OpenStreetMap
Civico sei,caffè,"Via Alpone, 6",Albaredo d'Adige,VR,37041,45.31714,11.2708006,13182198554,node,,OpenStreetMap
Caffè Roma,caffè,"Corso Umberto I, 64",Albaredo d'Adige,VR,37041,45.3177767,11.2703572,13182198591,node,,OpenStreetMap
Sandrink's Lounge Bar,bar,"Via Chiesa, 68",Albaredo d'Adige,VR,37041,45.3186011,11.2760381,13182198642,node,,OpenStreetMap
Caffè Carpe Diem,caffè,"Via Chiesa, 12",Albaredo d'Adige,VR,37041,45.3188633,11.2726172,13182198645,node,,OpenStreetMap
Bar Marconcin,caffè,"Via Roma, 7",Albaredo d'Adige,VR,37041,45.3177967,11.2720249,13182198660,node,,OpenStreetMap
Zero Nove,caffè,"Via Roma, 48",Albaredo d'Adige,VR,37041,45.3170031,11.2741566,13182198666,node,,OpenStreetMap
Bar Stesso Posto,caffè,"Via della Conciliazione, 6",Costalunga,VR,37032,45.4478477,11.2950141,13271448803,node,,OpenStreetMap
Baricentro,caffè,"Via Lazzaretto, 83",Costalunga,VR,37032,45.4480379,11.2956983,13271451802,node,,OpenStreetMap
Bar Panificio,panetteria,Via dell'Artigianato,Monteforte d'Alpone,VR,37032,45.4420263,11.3013278,13271474001,node,,OpenStreetMap
Panificio Tessari,panetteria,"Via Santo Stefano, 36",Brognoligo,VR,37032,45.4514035,11.2845301,https://www.panificiotessari.it,13271482202,node,OpenStreetMap
Manubar,bar,Via Sambuco,Brognoligo,VR,37032,45.4514084,11.2830712,13271484701,node,,OpenStreetMap
Dalla A alla Z Bar Osteria,pub,"Via Giuseppe Saragat, 21",Grezzana,VR,37023,45.5205711,11.0217327,13311250639,node,,OpenStreetMap
Noodlazy,ristorante,"Largo Don Giovanni Bosco, 2a",VR,37123,45.4391542,10.9867329,39,http://www.noodlazy.com,"Mo off; Tu-Fr 11:00-15:00, 18:00-21:30; Sa-Su 10:00-15:00, 17:00-21:30",japanese,OpenStreetMap
Malga Lessinia,ristorante,Erbezzo,VR,37020,45.6963188,11.0079324,39,https://www.rifugiomalgalessinia.it/,38496520,way,OpenStreetMap
Trattoria Castellon,ristorante,"Località Castellon, 13",Schio,VR,36015,45.6921957,11.3639435,+39 0445 510687,italian,41350315,OpenStreetMap
Trattoria da Bocale,ristorante,Via Chiesa Monte Magrè,Monte Magrè,VR,36015,45.6830006,11.3395487,+39 0445 523134,41437482,way,OpenStreetMap
Ca' Bottona,ristorante,"Via Primo Maggio, 18",VR,45.5849861,10.7505201,39,80914690,way,,,OpenStreetMap
Rifugio Revolto,ristorante,"Via Revolto di sopra 1336 m, 1",Giazza,VR,45.6954834,11.1189053,39,regional,87793180,way,OpenStreetMap
Ai Menarini,ristorante,"Via Menarini, 2",Recoaro Terme,VR,45.6992005,11.2075805,39,www.pizzeriamenarini.it,pizza;regional,94215359,OpenStreetMap
"Agriturismo ""La Montina""",ristorante,"Strada Monzambano, 51",Ponti sul Mincio,VR,46040,45.3942002,10.7062826,+39037688202,https://www.agriturismolamontina.it/,regional,OpenStreetMap
Bici Grill Bar,bar,Via Stazione,Affi,VR,37010,45.5550789,10.7762332,132604964,way,,OpenStreetMap
La Fornarina Di Maccari S.R.L.,panetteria,"Via Tessare, 8",Grezzana,VR,37023,45.540283,11.0045776,+39045907993,Mo-Sa 05:00-12:30,141029555,OpenStreetMap
Fabbrica in Pedavena Verona,pub,Via Pitagora,San Martino Buon Albergo,VR,37036,45.4258634,11.0723016,+39 335 6458351,https://www.fabbricapedavenaverona.it/,info@fabbricapedavenaverona.it,OpenStreetMap
La Tana del Luppolo,pub,Via Milano,Villafranca di Verona,VR,37069,45.357923,10.8436686,145852354,way,,OpenStreetMap
Gallinero,pub,"Via Brennero, 90",Balconi di Pescantina,VR,37026,45.5001115,10.8632238,+39 045 2420800,http://www.befed.it,brewpubverona@befed.it,OpenStreetMap
Trattoria Ponte di Veja,ristorante,Sant'Anna d'Alfaedo,VR,37020,45.6075727,10.9700689,39,http://www.pontediveja.com/,info@PontediVeja.com,italian,OpenStreetMap
Pizzeria Dai Fradei,ristorante,"Via Sant'Urbano, 8",Fumane,VR,45.611631,10.9123652,39,pizza,218564703,way,OpenStreetMap
Agriturismo Malga Baito dei Santi,ristorante,San Zeno di Montagna,VR,37010,45.6522888,10.7648708,39,italian,221412826,way,OpenStreetMap
Break cafe',caffè,"Corso Gua', 27",Cologna Veneta,VR,45.3097216,11.3857224,224508121,way,,,OpenStreetMap
Osteria Metti,ristorante,"Località Incaffi, 18",VR,37010,45.5504845,10.7635351,39,https://osteriametti.it/,"We-Mo 12:00-14:30, 19:00-22:00; Tu off; We 19:00-22:00",italian,OpenStreetMap
Esperia,ristorante,"Via Dante, 15",VR,37017,45.5096808,10.7314454,39,pizza,233320552,way,OpenStreetMap
Trattoria Giardino,ristorante,"Via Quattro Martiri, 16",Arzignano,VR,36071,45.5194167,11.3384977,+39 0444 673225,trattoriagiardino1@gmail.com,Su off,OpenStreetMap
Hostaria Pasion,caffè,"Via Dante Alighieri, 8",Trissino,VR,36070,45.5634792,11.373789,+39 347 412 0239,https://www.facebook.com/Hostaria-pasi%C3%B3n-110993117174610/,burger;regional;italian;sandwich;coffee_shop,OpenStreetMap
Pop Corn,ristorante,"Via Romanin, 56",San Benedetto di Trissino,VR,36070,45.562713,11.3383217,Tu off,pizza,234011865,OpenStreetMap
Birreria Rana,pub,"Via Capitello Maddalena, 2",Monte di Malo,VR,45.6521271,11.3660226,242920096,way,,,OpenStreetMap
Il Chiosco,caffè,"Viale della Vittoria, 4",VR,45.3899062,11.3890973,39,251757492,way,,,OpenStreetMap
Super Piadineria,fast_food,"Viale Trento, 28",Valdagno,VR,36078,45.6468174,11.3010052,piadina,255248203,way,OpenStreetMap
La Tana del Lupo,ristorante,"Via Lodovico Festari, 3",Valdagno,VR,36078,45.6454214,11.3004728,crepe;creperia,255250451,way,OpenStreetMap
Roma,ristorante,"Via Giuseppe Garibaldi, 12",Valdagno,VR,45.6443719,11.2996375,255250925,way,,,OpenStreetMap
Amarcord,bar,"Via Giuseppe Marconi, 16",Valdagno,VR,36078,45.6454638,11.2989469,255251013,way,,OpenStreetMap
Trattoria ai Massignani,ristorante,"Contrada Ambrosini, 10",Valdagno,VR,36078,45.6432126,11.3210802,+39 375 6168027,regional;italian,255252119,OpenStreetMap
Bar Quick,bar,"Via Giuseppe Garibaldi, 15",Valdagno,VR,36078,45.6441544,11.2992337,349 084 3592,"Tu-Th 09:30-13:30,17:00-24:00; Fr-Sa 08:30-13:30,17:00-02:00; Su 17:00-24:00",255252619,OpenStreetMap
Concordia,ristorante,"Via Concordia, 5",Valdagno,VR,45.657771,11.3000791,39,friture;italian;pizza;regional,255257004,way,OpenStreetMap
Trattoria La Gabiola,ristorante,"Strada delle Casare, 3920",Recoaro Terme,VR,36076,45.6829621,11.1972604,+39 0445 174 7348,trattoria.mezzaluna19@gmail.com,gabiola3920@gmail.com,OpenStreetMap
Chalet Montefalcone,ristorante,Recoaro Terme,VR,36076,45.6680238,11.2057841,39,255731418,way,,OpenStreetMap
La Betulla,ristorante,"Via Chiesa di Durlo, 21",Durlo,VR,36070,45.6325016,11.1912706,Mo-Sa 08:00-24:00,regional,255732792,OpenStreetMap
Ristoro Montagna Spaccata,ristorante,"Località Spaccata, 4",Recoaro Terme,VR,36076,45.6710872,11.2455148,regional,255847748,way,OpenStreetMap
La brustolà,ristorante,"Via Fabio Filzi, 104",Valdagno,VR,36078,45.6811348,11.2706571,+39 0445 473880,italian;pasta;regional;noodle,255859110,OpenStreetMap
La Fornace,ristorante,"Via Fornace, 3",Recoaro Terme,VR,36076,45.6970126,11.2570138,+39 0445 780108,https://www.pizzerialafornacerecoaro.it/,info@pizzerialafornacerecoaro.it,OpenStreetMap
La Pecora Nera,bar,SP246 di Recoaro,Valdagno,VR,36078,45.6827789,11.2701044,255860163,way,,OpenStreetMap
Bar Florindo,caffè,"via Pace, 22",Chiampo,VR,36072,45.540364,11.2884201,262744543,way,,OpenStreetMap
Stanghellini,bar,"Via Arso, 59",Chiampo,VR,45.5636688,11.2667749,39,264653436,way,,OpenStreetMap
Cheope,ristorante,"Via Maglio, 2",Chiampo,VR,36072,45.5531736,11.2743361,+39 0444 421088,fish;pizza;regional,264654114,OpenStreetMap
Bar Pizzeria Marilyn,ristorante,"Via Duca d'Aosta, 23",Chiampo,VR,45.5762637,11.2620873,39,pizza,264661225,way,OpenStreetMap
Dal Sarte,bar,"Via Chiesa Nuova, 5",San Pietro Mussolino,VR,36070,45.5873775,11.2574134,264661504,way,,OpenStreetMap
Locanda El Piron,ristorante,"Via Papa Giovanni XXIII, 2",San Pietro Mussolino,VR,36072,45.5842105,11.2602393,+390444687228,07:00-02:00,italian;pizza;regional,OpenStreetMap
La Meridiana,ristorante,"Via Roma, 58",Crespadoro,VR,36070,45.6180614,11.2274957,Mo-Sa 8:00-24:00,regional,264811749,OpenStreetMap
Il Cisanino,bar,"Via Peschiera, 2b",Cisano,VR,37010,45.5312512,10.7261895,297418482,way,,OpenStreetMap
